Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2005,Sub-Saharan Africa,45,35,4022,..,..,220427,..,195,627,65,..,2030,1889,..,13,27,2289,12,58,2795,..,259157,19,..,14,42,16123,1482,8,4,1037,723410,377222,7417,..,43128,2746,..,..,53378,104285,..,197,16115,422,..,108,30911,40410,..,..,278653,263,1092,..,1257,563,294,498769,939,1583,..,..,..,13776,..,24139,99737,58,73610,..,..,13,116,82506,..,..,11123,7587,..,20268,171858,20,2620,..,..,..,..,31,176277,22791,13,..,..,..,..,13,35700,503,200,109,2949,..,1268,8428,39,733,17,..,41023,..,47,7,9,141,4869,78149,143432,4366,..,87,26,15062,122023,137,29,396833,56,..,..,42507,5383,3107,71,..,11,..,..,..,2372,287133,39,27570,4,113,6421,..,848,20,168183,172121,7,11,374,9,6143,..,15,14,30,59,706,2594,22893,..,..,753,..,491,404,2451,132300,38,8,..,..,..,..,..,5947,1102,128874,993,473,38929,222,..,153,28,..,351928,51123,126332,1561,1251,96,327421,..,21512,593,911,162,..,46,233,8,162020,..,..,6,229,390,..,..,..,230030,1155,81,89922,77917,10139,28,42,..,..,77,34,..,..,196,62079,197162
2005,AFRICA,374,270,15532,..,..,220440,..,202,762,254,..,2685,2459,28,16,801,3451,12,538,3855,..,259188,19,..,14,257,16123,1656,8,28,1063,723459,377251,7417,..,43220,4618,..,..,53409,104992,..,210,18371,422,..,147,34569,41346,..,..,279470,333,1092,..,1298,641,349,499117,1503,2631,..,..,3,26867,456,24139,101078,70,74811,..,..,13,638,96714,..,..,11123,7606,..,28592,172414,25,4374,..,..,..,..,35,177183,23445,13,..,..,..,199,13,39444,12158,527,46188,2983,..,1645,15468,39,1795,15318,629,41285,..,9258,50,9,141,12610,78149,143457,9135,..,87,26,15096,122044,7477,47,397484,56,..,..,43907,5383,3107,92,..,199,11,..,..,7875,287142,49,27656,4,113,7676,..,902,20,168503,174490,7,11,603,1420,7995,..,15,14,30,59,3041,3021,22912,..,1107,1335,49,491,730,9088,132331,38,8,..,..,..,..,..,5947,29644,131509,993,485,39086,688,..,177,28,..,429071,51610,127359,3524,1548,249364,351356,..,21512,1179,1989,22143,514,110,2939,8,162020,..,..,6,2997,2494,181,..,..,230094,1585,2029,95902,78177,19622,28,42,345,..,89,34,..,71830,17199,62095,197186
2005,Eastern Africa,..,..,..,..,..,50254,..,..,..,..,..,99,..,..,..,..,1299,..,..,307,..,..,..,..,..,..,2570,..,..,..,..,..,357707,3048,..,55,424,..,..,..,..,..,..,2596,14,..,..,30828,14524,..,..,..,..,18,..,..,..,120,333616,91,1583,..,..,..,68,..,..,3700,..,17302,..,..,..,..,51120,..,..,..,..,..,851,120,..,20,..,..,..,..,..,..,..,..,..,..,..,..,..,19367,155,..,..,13,..,..,801,..,219,..,..,33453,..,..,..,..,..,..,3052,..,..,..,..,..,14761,95689,21,10,156,..,..,..,..,2499,3107,..,..,..,..,..,..,..,131573,..,506,..,74,110,..,..,..,..,217,..,..,..,..,1695,..,..,..,..,..,289,..,3481,..,..,39,..,475,..,167,84711,..,..,..,..,..,..,..,..,..,132,..,233,..,..,..,..,..,..,347424,25377,98103,34,446,..,193618,..,57,..,37,..,..,..,96,..,..,..,..,..,..,..,..,..,..,199566,..,..,14061,73343,1564,..,..,..,..,..,..,..,..,175,42618,32401
2005,Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42404,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,112,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,283,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,425,..,..,..,6449,..,..,..,..,..,..,..,..,..,..,..,..
2005,Comoros,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,289,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,..,..,..,..,..,..,..,..,..,..,..,..,4688,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,475,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..,..,..,..,..,..,..,..,..,..
2005,Djibouti,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4830,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113,..,..
2005,Eritrea,..,..,..,..,..,267,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,709,..,..,..,..,..,..,..,..,..,..,104,..,..,..,72,..,..,..,..,..,..,..,..,..,..,769,..,..,..,..,..,..,..,..,..,..,53,..,..,..,..,161,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34,..,..,..,..,..,..,..,..,..,..,..,157,..,..,..,..,..,..,..,..,..,..,..,..,..,291,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,396,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,202,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1121,91,841,..,..,..,117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,862,..,..,17,225,..,..,..,..,..,..,..,..,..,..,123,171
2005,Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43,..,1583,..,..,..,..,..,..,3328,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,161785,..,63903,..,..,..,8957,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93,..,..,..,..,..,..,..,..,..,..,..,..,..,62,..,..
2005,Kenya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1054,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1383,..,..,..,..,..,..,..,..,359,..,11759,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,271,..,31,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2097,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,138122,50,33359,..,..,..,4676,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,144595,..,..,..,21801,..,..,..,..,..,..,..,..,..,..,..,..
2005,Madagascar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,906,..,..,..,5042,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,723,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2929,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,783,..,..,..,..,..,..,..,..,..,1206,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1328,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,3767,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,778,4351,..,..,..,..,..,..,..,..,..,..,17803,16533
2005,Mauritius,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1190,..,..,45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,774,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,604,..,..,..,..,..,57,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4312,..,..,..,13,..,..,62,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,691,..,21,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,..,166,..,9,103,..,..,..,..,..,37,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,182,..,19,..,..,..,..,..,..,..,..,..,..,..
2005,Mayotte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2308,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3048,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,870,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1334,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2959,..,..,..,..,..,..,27098,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,766,..,..,..,..,..,..,..,3481,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8729,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3336,..,..,..,..,..,..,..,..,..,..,2200,9148
2005,Réunion,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,895,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41517,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6769,..,..,..,..,..,..,..,..,2044,3107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36674,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97331,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48405,..,..,..,21750,..,..,..,..,..,..,..,..,..,..,..,..
2005,Seychelles,..,..,..,..,..,..,..,..,..,..,..,27,..,..,..,..,84,..,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,243,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97,..,..,..,..,..,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2874,155,..,..,..,..,..,44,..,..,..,..,113,..,..,..,..,..,..,..,..,..,..,..,..,305,..,..,10,..,..,..,..,..,342,..,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..,..,..,30,..,..,..,..,10,..,..,..,..,..,289,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,215,..,4,343,..,..,..,..,..,..,..,..,..,96,..,..,..,..,..,..,..,..,..,..,6,..,..,118,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,605,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,24,..,..,..,..,..,..,..,..,..,..,..,..,10324,..,..,..,158,..,..,..,..,..,..,274,..,..,..,..,..,..,..,..,..,..,..,..,..,120,49329,91,..,..,..,..,..,..,..,3,..,55,..,..,..,..,162,..,..,..,..,..,127,..,..,20,..,..,..,..,..,..,..,..,..,..,..,..,..,2611,..,..,..,..,..,..,385,..,138,..,..,18697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,110,..,..,..,..,..,..,..,..,..,522,..,..,..,..,..,..,..,..,..,..,39,..,..,..,135,42638,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,923,..,..,21,..,..,179868,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,678,12758,510,..,..,..,..,..,..,..,..,..,..,..
2005,United Republic of Tanzania,..,..,..,..,..,688,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91,..,..,..,..,..,304040,..,..,..,165,..,..,..,..,..,..,..,..,..,..,332,11743,..,..,..,..,..,..,..,..,..,102486,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4111,..,..,..,..,..,..,310,..,..,..,..,12415,..,..,..,..,..,..,93,..,..,..,..,..,..,3822,..,..,..,..,..,..,..,113,..,..,..,..,..,..,..,..,18413,..,338,..,..,..,..,..,..,..,..,..,..,..,..,365,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6780,..,..,..,..,..,..,..,..,..,..,..,208,..,..,..,..,..,..,2279,400,..,..,..,..,..,..,57,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4962,..,..,593,..,689,..,..,..,..,..,..,..,..,..,5515,439
2005,Zambia,..,..,..,..,..,49299,..,..,..,..,..,72,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121,..,..,..,..,..,1961,..,..,55,85,..,..,..,..,..,..,295,..,..,..,..,1998,..,..,..,..,..,..,..,..,..,37795,..,..,..,..,..,68,..,..,..,..,..,..,..,..,..,40,..,..,..,..,..,118,120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2040,..,..,..,..,..,..,..,..,78,..,..,233,..,..,..,..,..,..,..,..,..,..,..,..,..,5954,..,..,156,..,..,..,..,..,..,..,..,..,..,..,..,..,410,..,137,..,..,..,..,..,..,..,187,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3517,..,..,..,..,..,..,..,..,..,132,..,..,..,..,..,..,..,..,..,1117,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,218,..,..,634,2599,346,..,..,..,..,..,..,..,..,..,..,6110
2005,Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2358,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58524,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82963,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10842,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11061,..,..,..,..,..,..,..,..,..,..,..,16977,..
2005,Middle Africa,..,..,34,..,..,135181,..,..,..,..,..,6,16,..,..,..,..,..,..,142,..,18769,..,..,..,..,..,..,..,..,..,2171,17690,3945,..,27068,282,..,..,41940,47842,..,..,400,..,..,..,..,10578,..,..,1129,..,71,..,3,..,49,148960,..,..,..,..,..,20,..,24095,..,..,..,..,..,..,..,16472,..,..,1542,..,..,276,2802,..,128,..,..,..,..,..,4215,..,..,..,..,..,..,..,..,..,..,..,5,..,5,338,..,9,..,..,..,..,..,..,..,..,1149,..,2045,404,..,..,..,..,..,..,..,31932,..,..,..,802,..,..,..,..,..,..,..,..,181,223,..,283,..,..,116,..,..,..,7887,67114,..,..,..,..,..,..,..,..,..,..,..,..,5834,..,..,63,..,..,..,488,45556,..,..,..,..,..,..,..,4655,..,20361,..,..,..,..,..,..,28,..,..,2050,28229,458,..,..,132650,..,..,7,79,8,..,..,..,..,6322,..,..,..,64,2,..,..,..,14769,..,..,149,..,1157,..,..,..,..,..,..,..,..,..,75,..
2005,Angola,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3000,..,..,..,..,..,..,9,..,..,..,..,..,..,..,287,..,..,11,..,..,..,..,..,..,11634,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82,..,283,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5452,..,..,..,..,..,..,..,223,..,..,..,..,..,..,..,2495,..,..,..,..,..,..,..,..,..,..,..,1996,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75,..
