Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2005,Sub-Saharan Africa,47,46,"4,614",..,..,"222,830",..,292,673,1,..,"2,587","1,439",..,39,106,"2,929",3,61,"2,420",..,"207,198",11,..,67,59,"10,065","1,582",3,7,944,"568,570","222,821","7,554",..,"39,925","2,475",..,..,"61,548","90,216",..,168,"12,863",399,..,186,"30,211","40,792",..,..,"286,917",233,"1,053",..,"1,186",504,123,"444,005",817,"1,157",..,..,..,"12,729",..,"24,922","99,159",14,"68,288",..,..,10,287,"71,342",..,..,"9,997","7,594",..,"21,382","155,915",7,"2,089",..,..,..,..,14,"135,303","23,627",15,..,..,..,..,3,"24,769",371,181,57,"3,511",..,"1,105","6,738",57,698,11,..,"50,450",..,29,11,7,67,"3,054","64,944","153,579","3,568",..,112,39,"16,481","86,605",363,16,"320,140",113,..,..,"30,698","4,974","3,303",76,..,2,..,..,..,"2,337","185,029",68,"27,153",7,48,"5,266",..,767,34,"108,692","132,862",3,2,461,7,"2,286",..,14,15,29,46,838,"2,517","17,704",..,..,787,..,573,430,"2,339","134,286",74,5,..,..,..,..,..,"6,461",989,"100,883",928,488,"42,787",229,..,56,22,..,"328,478","45,568","105,671","1,202","1,287",101,"346,547",..,"16,641",388,975,127,..,14,619,5,"160,698",..,..,7,189,215,..,..,..,"227,531","1,083",76,"92,192","76,487","10,214",26,15,..,..,72,46,..,..,170,"66,274","128,987"
2005,AFRICA,160,160,"15,524",..,..,"222,842",..,300,756,159,..,"2,949","2,005",1,49,466,"3,001",3,441,"3,347",..,"207,199",11,..,67,166,"10,065","1,729",3,43,978,"568,578","222,824","7,554",..,"39,943","3,466",..,..,"61,568","90,495",..,179,"13,769",399,..,198,"30,827","41,522",..,..,"287,390",253,"1,053",..,"1,220",602,158,"444,123","1,140","1,586",..,..,8,"18,594",302,"24,922","99,887",25,"69,140",..,..,10,655,"83,829",..,..,"9,997","7,601",..,"28,065","156,062",10,"3,568",..,..,..,..,18,"135,907","24,063",15,..,..,..,192,3,"26,034","2,956",319,"25,926","3,560",..,"1,345","12,180",57,"1,455","7,604",207,"50,579",..,"3,123",23,7,67,"8,933","64,944","153,596","7,524",..,112,39,"16,483","86,609","2,593",23,"320,451",113,..,..,"31,626","4,974","3,303",112,..,108,2,..,..,"8,045","185,035",69,"27,300",7,48,"6,310",..,794,34,"108,764","133,638",3,2,609,442,"2,966",..,14,15,29,46,"3,033","2,971","17,725",..,387,"1,045",6,573,798,"8,730","134,294",74,5,..,..,..,..,..,"6,461","11,434","102,418",928,494,"42,877",430,..,87,22,..,"362,961","45,800","106,084","2,965","1,482","126,037","360,246",..,"16,641",717,"1,840","11,492",149,55,"1,161",5,"160,698",..,..,7,"2,351",945,53,..,..,"227,543","1,511","1,002","96,265","76,569","16,364",26,15,58,..,90,46,..,"59,130","7,330","66,281","128,993"
2005,Eastern Africa,..,..,..,..,..,"49,900",..,..,..,..,..,97,..,..,..,..,"2,630",..,..,289,..,..,..,..,..,..,"2,015",..,..,..,..,..,"202,486","2,948",..,11,338,..,..,..,..,..,..,"5,395",7,..,..,"30,197","16,323",..,..,..,..,18,..,..,..,36,"290,644",92,"1,157",..,..,..,48,..,..,"2,773",..,"15,062",..,..,..,..,"42,552",..,..,..,..,..,687,50,..,22,..,..,..,..,..,..,..,..,..,..,..,..,..,"11,109",21,..,..,11,..,..,345,..,118,..,..,"42,457",..,..,..,..,..,..,"3,977",..,..,..,..,..,"16,210","79,244",28,7,49,..,..,..,..,"2,478","3,303",..,..,..,..,..,..,..,"108,361",..,376,..,24,114,..,..,..,..,127,..,..,..,..,940,..,..,..,..,..,225,..,"2,207",..,..,144,..,423,..,240,"86,661",..,..,..,..,..,..,..,..,..,21,..,192,..,..,..,..,..,..,"323,530","23,574","76,345",58,550,..,"191,308",..,26,..,14,..,..,..,245,..,..,..,..,..,..,..,..,..,..,"197,805",..,..,"10,942","73,416","1,348",..,..,..,..,..,..,..,..,150,"47,500","40,068"
2005,Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,242,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"41,695",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,219,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"30,178",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,380,..,..,..,"7,283",..,..,..,..,..,..,..,..,..,..,..,..
2005,Comoros,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,220,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45,..,..,..,..,..,..,..,..,..,..,..,..,"5,454",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,423,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79,..,..,..,..,..,..,..,..,..,..,..,..
2005,Djibouti,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,270",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"33,124",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,105,..,..
2005,Eritrea,..,..,..,..,..,213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,638,..,..,..,..,..,..,..,..,..,..,11,..,..,..,69,..,..,..,..,..,..,..,..,..,..,673,..,..,..,..,..,..,..,..,..,..,46,..,..,..,..,159,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59,..,..,..,..,..,..,..,..,..,..,..,124,..,..,..,..,..,..,..,..,..,..,..,..,..,260,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,596,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,234,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,975,63,534,..,..,..,75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,483,..,..,32,221,..,..,..,..,..,..,..,..,..,..,71,72
2005,Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,..,"1,157",..,..,..,..,..,..,"2,428",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"165,760",..,"46,624",..,..,..,"6,534",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68,..,..,..,..,..,..,..,..,..,..,..,..,..,45,..,..
2005,Kenya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,991,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,301",..,..,..,..,..,..,..,..,337,..,"9,158",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,252,..,29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,962",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"121,584",48,"29,187",..,..,..,"4,090",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"147,181",..,..,..,"20,281",..,..,..,..,..,..,..,..,..,..,..,..
2005,Madagascar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,703,..,..,..,"3,868",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,154",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,559,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,481",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,655,..,..,..,..,..,..,..,..,..,"1,071",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,134",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"26,714",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,227",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,"4,654",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,726,"5,443",..,..,..,..,..,..,..,..,..,..,"25,837","21,328"
2005,Mauritius,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,482",..,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,"4,377",7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,515,..,..,..,..,..,61,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,940,..,..,..,11,..,..,51,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,545,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,..,..,..,..,..,..,55,..,..,..,..,..,..,..,246,..,4,393,..,..,..,..,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,233,..,21,..,..,..,..,..,..,..,..,..,..,..
2005,Mayotte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"25,058",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,766",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,447",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,948",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,839,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,826,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,936",..,..,..,..,..,..,"27,960",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,477,..,..,..,..,..,..,..,"2,207",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,001",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,190",..,..,..,..,..,..,..,..,..,..,"2,473","12,020"
2005,Réunion,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"34,410",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,449",..,..,..,..,..,..,..,..,"2,250","3,303",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"32,088",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"104,386",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,098",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"45,025",..,..,..,"21,596",..,..,..,..,..,..,..,..,..,..,..,..
2005,Seychelles,..,..,..,..,..,..,..,..,..,..,..,21,..,..,..,..,23,..,..,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87,..,..,..,..,..,36,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,033",21,..,..,..,..,..,29,..,..,..,..,235,..,..,..,..,..,..,..,..,..,..,..,..,315,..,..,7,..,..,..,..,..,160,..,..,..,..,..,..,..,..,..,..,..,..,24,..,..,..,..,..,51,..,..,..,..,6,..,..,..,..,..,225,..,..,..,..,..,..,..,..,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,82,..,12,157,..,..,..,..,..,..,..,..,..,245,..,..,..,..,..,..,..,..,..,..,9,..,..,98,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,537,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125,..,..,22,..,..,..,..,..,..,..,..,..,..,..,..,"7,513",..,..,..,120,..,..,..,..,..,..,155,..,..,..,..,..,..,..,..,..,..,..,..,..,36,"56,841",92,..,..,..,..,..,..,..,1,..,51,..,..,..,..,99,..,..,..,..,..,117,..,..,22,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,504",..,..,..,..,..,..,39,..,75,..,..,"24,010",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,114,..,..,..,..,..,..,..,..,..,155,..,..,..,..,..,..,..,..,..,..,144,..,..,..,185,"42,206",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,905,..,..,42,..,..,"180,609",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,578,"12,865",496,..,..,..,..,..,..,..,..,..,..,..
2005,United Republic of Tanzania,..,..,..,..,..,465,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41,..,..,..,..,..,"156,878",..,..,..,110,..,..,..,..,..,..,..,..,..,..,219,"12,034",..,..,..,..,..,..,..,..,..,"47,859",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,382,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,087",..,..,..,..,..,..,226,..,..,..,..,"16,595",..,..,..,..,..,..,41,..,..,..,..,..,..,"3,226",..,..,..,..,..,..,..,68,..,..,..,..,..,..,..,..,"17,854",..,233,..,..,..,..,..,..,..,..,..,..,..,..,252,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,451",..,..,..,..,..,..,..,..,..,..,..,137,..,..,..,..,..,..,"1,145",259,..,..,..,..,..,..,26,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,522",..,..,422,..,515,..,..,..,..,..,..,..,..,..,"6,330",314
2005,Zambia,..,..,..,..,..,"49,222",..,..,..,..,..,76,..,..,..,..,..,..,..,..,..,..,..,..,..,..,198,..,..,..,..,..,"1,884",..,..,11,92,..,..,..,..,..,..,113,..,..,..,..,"3,634",..,..,..,..,..,..,..,..,..,"35,947",..,..,..,..,..,48,..,..,..,..,..,..,..,..,..,22,..,..,..,..,..,91,50,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,967",..,..,..,..,..,..,..,..,35,..,..,131,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,711",..,..,49,..,..,..,..,..,..,..,..,..,..,..,..,..,432,..,114,..,..,..,..,..,..,..,76,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,356",..,..,..,..,..,..,..,..,..,21,..,..,..,..,..,..,..,..,..,"1,053",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,137,..,..,520,"2,458",316,..,..,..,..,..,..,..,..,..,..,"6,334"
2005,Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,776",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"44,087",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"62,499",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,168",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"8,333",..,..,..,..,..,..,..,..,..,..,..,"12,789",..
2005,Middle Africa,..,..,23,..,..,"146,111",..,..,..,..,..,6,8,..,..,..,..,..,..,117,..,"17,777",..,..,..,..,..,..,..,..,..,"1,440","18,361","4,120",..,"28,305",263,..,..,"50,797","40,362",..,..,71,..,..,..,..,"11,575",..,..,644,..,98,..,5,..,34,"134,905",2,..,..,..,..,24,..,"24,895",..,..,..,..,..,..,..,"14,317",..,..,"1,254",..,..,249,485,..,65,..,..,..,..,..,"3,185",..,..,..,..,..,..,..,..,..,..,..,7,..,3,250,..,8,..,..,..,..,..,..,..,..,512,..,"2,236",486,..,..,..,..,..,..,..,"15,871",..,..,..,192,..,..,..,..,..,..,..,..,188,110,..,308,..,..,82,..,..,..,"4,800","49,203",..,..,..,..,..,..,..,..,..,..,..,..,"3,862",..,..,38,..,..,..,484,"45,032",..,..,..,..,..,..,..,"5,029",..,"7,792",..,..,..,..,..,..,22,..,..,"2,190","29,326",321,..,..,"154,141",..,..,7,89,7,..,..,..,..,"6,346",..,..,..,52,6,..,..,..,"15,342",..,..,107,..,638,..,..,..,..,..,..,..,..,..,130,..
