Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C�te d'Ivoire,Croatia,Cuba,Cura�ao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R�union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2005,Sub-Saharan Africa,92,81,"8,636",..,..,"443,257",..,487,"1,300",66,..,"4,617","3,328",..,52,133,"5,218",15,119,"5,215",..,"466,355",30,..,81,101,"26,188","3,064",11,11,"1,981","1,291,980","600,043","14,971",..,"83,053","5,221",..,..,"114,926","194,501",..,365,"28,978",821,..,294,"61,122","81,202",..,..,"565,570",496,"2,145",..,"2,443","1,067",417,"942,774","1,756","2,740",..,..,..,"26,505",..,"49,061","198,896",72,"141,898",..,..,23,403,"153,848",..,..,"21,120","15,181",..,"41,650","327,773",27,"4,709",..,..,..,..,45,"311,580","46,418",28,..,..,..,..,16,"60,469",874,381,166,"6,460",..,"2,373","15,166",96,"1,431",28,..,"91,473",..,76,18,16,208,"7,923","143,093","297,011","7,934",..,199,65,"31,543","208,628",500,45,"716,973",169,..,..,"73,205","10,357","6,410",147,..,13,..,..,..,"4,709","472,161",107,"54,723",11,161,"11,687",..,"1,615",54,"276,875","304,983",10,13,835,16,"8,429",..,29,29,59,105,"1,544","5,111","40,597",..,..,"1,540",..,"1,064",834,"4,790","266,586",112,13,..,..,..,..,..,"12,408","2,091","229,757","1,921",961,"81,716",451,..,209,50,..,"680,406","96,691","232,003","2,763","2,538",197,"673,968",..,"38,153",981,"1,886",289,..,60,852,13,"322,718",..,..,13,418,605,..,..,..,"457,561","2,238",157,"182,114","154,404","20,353",54,57,..,..,149,80,..,..,366,"128,353","326,150"
2005,AFRICA,534,430,"31,056",..,..,"443,282",..,502,"1,518",413,..,"5,634","4,464",29,65,"1,267","6,452",15,979,"7,202",..,"466,387",30,..,81,423,"26,188","3,385",11,71,"2,041","1,292,037","600,075","14,971",..,"83,163","8,084",..,..,"114,977","195,487",..,389,"32,140",821,..,345,"65,396","82,868",..,..,"566,860",586,"2,145",..,"2,518","1,243",507,"943,240","2,643","4,217",..,..,11,"45,461",758,"49,061","200,965",95,"143,951",..,..,23,"1,293","180,543",..,..,"21,120","15,207",..,"56,657","328,476",35,"7,942",..,..,..,..,53,"313,090","47,508",28,..,..,..,391,16,"65,478","15,114",846,"72,114","6,543",..,"2,990","27,648",96,"3,250","22,922",836,"91,864",..,"12,381",73,16,208,"21,543","143,093","297,053","16,659",..,199,65,"31,579","208,653","10,070",70,"717,935",169,..,..,"75,533","10,357","6,410",204,..,307,13,..,..,"15,920","472,176",118,"54,956",11,161,"13,986",..,"1,696",54,"277,267","308,128",10,13,"1,212","1,862","10,961",..,29,29,59,105,"6,074","5,992","40,637",..,"1,494","2,380",55,"1,064","1,528","17,818","266,625",112,13,..,..,..,..,..,"12,408","41,078","233,927","1,921",979,"81,963","1,118",..,264,50,..,"792,032","97,410","233,443","6,489","3,030","375,401","711,602",..,"38,153","1,896","3,829","33,635",663,165,"4,100",13,"322,718",..,..,13,"5,348","3,439",234,..,..,"457,637","3,096","3,031","192,167","154,746","35,986",54,57,403,..,179,80,..,"130,960","24,529","128,376","326,180"
2005,Eastern Africa,..,..,..,..,..,"100,154",..,..,..,..,..,196,..,..,..,..,"3,929",..,..,596,..,..,..,..,..,..,"4,585",..,..,..,..,..,"560,193","5,996",..,66,762,..,..,..,..,..,..,"7,991",21,..,..,"61,025","30,847",..,..,..,..,36,..,..,..,156,"624,260",183,"2,740",..,..,..,116,..,..,"6,473",..,"32,364",..,..,..,..,"93,672",..,..,..,..,..,"1,538",170,..,42,..,..,..,..,..,..,..,..,..,..,..,..,..,"30,476",176,..,..,24,..,..,"1,146",..,337,..,..,"75,910",..,..,..,..,..,..,"7,029",..,..,..,..,..,"30,971","174,933",49,17,205,..,..,..,..,"4,977","6,410",..,..,..,..,..,..,..,"239,934",..,882,..,98,224,..,..,..,..,344,..,..,..,..,"2,635",..,..,..,..,..,514,..,"5,688",..,..,183,..,898,..,407,"171,372",..,..,..,..,..,..,..,..,..,153,..,425,..,..,..,..,..,..,"670,954","48,951","174,448",92,996,..,"384,926",..,83,..,51,..,..,..,341,..,..,..,..,..,..,..,..,..,..,"397,371",..,..,"25,003","146,759","2,912",..,..,..,..,..,..,..,..,325,"90,118","72,469"
2005,Burundi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,466,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"84,099",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,232,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,502,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"57,104",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,805,..,..,..,"13,732",..,..,..,..,..,..,..,..,..,..,..,..
2005,Comoros,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,509,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81,..,..,..,..,..,..,..,..,..,..,..,..,"10,142",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,898,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,153,..,..,..,..,..,..,..,..,..,..,..,..
2005,Djibouti,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"10,100",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"76,262",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,218,..,..
2005,Eritrea,..,..,..,..,..,480,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,347",..,..,..,..,..,..,..,..,..,..,115,..,..,..,141,..,..,..,..,..,..,..,..,..,..,"1,442",..,..,..,..,..,..,..,..,..,..,99,..,..,..,..,320,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93,..,..,..,..,..,..,..,..,..,..,..,281,..,..,..,..,..,..,..,..,..,..,..,..,..,551,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,992,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,436,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,096",154,"1,375",..,..,..,192,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,345",..,..,49,446,..,..,..,..,..,..,..,..,..,..,194,243
2005,Ethiopia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75,..,"2,740",..,..,..,..,..,..,"5,756",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"327,545",..,"110,527",..,..,..,"15,491",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,161,..,..,..,..,..,..,..,..,..,..,..,..,..,107,..,..
2005,Kenya,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,045",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,684",..,..,..,..,..,..,..,..,696,..,"20,917",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,523,..,60,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,059",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"259,706",98,"62,546",..,..,..,"8,766",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"291,776",..,..,..,"42,082",..,..,..,..,..,..,..,..,..,..,..,..
2005,Madagascar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,609",..,..,..,"8,910",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,269",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,282",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Malawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,410",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,438",..,..,..,..,..,..,..,..,..,"2,277",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,462",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"55,817",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,714",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57,"8,421",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,504","9,794",..,..,..,..,..,..,..,..,..,..,"43,640","37,861"
2005,Mauritius,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,672",..,..,57,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,..,..,..,..,..,..,"5,151",21,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,119",..,..,..,..,..,118,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,252",..,..,..,24,..,..,113,..,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,236",..,49,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,..,..,..,..,..,..,..,..,..,..,..,..,80,..,..,..,..,..,..,..,412,..,13,496,..,..,..,..,..,51,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,415,..,40,..,..,..,..,..,..,..,..,..,..,..
2005,Mayotte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"49,545",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,789",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,755",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Mozambique,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"5,996",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,709",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,160",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,895",..,..,..,..,..,..,"55,058",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,243",..,..,..,..,..,..,..,"5,688",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"17,730",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,526",..,..,..,..,..,..,..,..,..,..,"4,673","21,168"
2005,R�union,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,878",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"75,927",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"14,218",..,..,..,..,..,..,..,..,"4,294","6,410",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Rwanda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"68,762",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"201,717",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,617",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"93,430",..,..,..,"43,346",..,..,..,..,..,..,..,..,..,..,..,..
2005,Seychelles,..,..,..,..,..,..,..,..,..,..,..,48,..,..,..,..,107,..,..,27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,279,..,..,..,..,..,..,..,..,..,36,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,184,..,..,..,..,..,66,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"3,907",176,..,..,..,..,..,73,..,..,..,..,348,..,..,..,..,..,..,..,..,..,..,..,..,620,..,..,17,..,..,..,..,..,502,..,..,..,..,..,..,..,..,..,..,..,..,98,..,..,..,..,..,81,..,..,..,..,16,..,..,..,..,..,514,..,..,..,..,..,..,..,..,48,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,297,..,16,500,..,..,..,..,..,..,..,..,..,341,..,..,..,..,..,..,..,..,..,..,15,..,..,216,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,"1,142",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2005,Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150,..,..,46,..,..,..,..,..,..,..,..,..,..,..,..,"17,837",..,..,..,278,..,..,..,..,..,..,429,..,..,..,..,..,..,..,..,..,..,..,..,..,156,"106,170",183,..,..,..,..,..,..,..,4,..,106,..,..,..,..,261,..,..,..,..,..,244,..,..,42,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,115",..,..,..,..,..,..,424,..,213,..,..,"42,707",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,..,..,224,..,..,..,..,..,..,..,..,..,677,..,..,..,..,..,..,..,..,..,..,183,..,..,..,320,"84,844",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,828",..,..,63,..,..,"360,477",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,256","25,623","1,006",..,..,..,..,..,..,..,..,..,..,..
2005,United Republic of Tanzania,..,..,..,..,..,"1,153",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132,..,..,..,..,..,"460,918",..,..,..,275,..,..,..,..,..,..,..,..,..,..,551,"23,777",..,..,..,..,..,..,..,..,..,"150,345",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,901,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"7,198",..,..,..,..,..,..,536,..,..,..,..,"29,010",..,..,..,..,..,..,134,..,..,..,..,..,..,"7,048",..,..,..,..,..,..,..,181,..,..,..,..,..,..,..,..,"36,267",..,571,..,..,..,..,..,..,..,..,..,..,..,..,617,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"13,231",..,..,..,..,..,..,..,..,..,..,..,345,..,..,..,..,..,..,"3,424",659,..,..,..,..,..,..,83,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,484",..,..,"1,015",..,"1,204",..,..,..,..,..,..,..,..,..,"11,845",753
2005,Zambia,..,..,..,..,..,"98,521",..,..,..,..,..,148,..,..,..,..,..,..,..,..,..,..,..,..,..,..,319,..,..,..,..,..,"3,845",..,..,66,177,..,..,..,..,..,..,408,..,..,..,..,"5,632",..,..,..,..,..,..,..,..,..,"73,742",..,..,..,..,..,116,..,..,..,..,..,..,..,..,..,62,..,..,..,..,..,209,170,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,007",..,..,..,..,..,..,..,..,113,..,..,364,..,..,..,..,..,..,..,..,..,..,..,..,..,"9,665",..,..,205,..,..,..,..,..,..,..,..,..,..,..,..,..,842,..,251,..,..,..,..,..,..,..,263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,873",..,..,..,..,..,..,..,..,..,153,..,..,..,..,..,..,..,..,..,"2,170",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,355,..,..,"1,154","5,057",662,..,..,..,..,..,..,..,..,..,..,"12,444"
2005,Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,134",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"102,611",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"145,462",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"19,010",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"19,394",..,..,..,..,..,..,..,..,..,..,..,"29,766",..
2005,Middle Africa,..,..,57,..,..,"281,292",..,..,..,..,..,12,24,..,..,..,..,..,..,259,..,"36,546",..,..,..,..,..,..,..,..,..,"3,611","36,051","8,065",..,"55,373",545,..,..,"92,737","88,204",..,..,471,..,..,..,..,"22,153",..,..,"1,773",..,169,..,8,..,83,"283,865",2,..,..,..,..,44,..,"48,990",..,..,..,..,..,..,..,"30,789",..,..,"2,796",..,..,525,"3,287",..,193,..,..,..,..,..,"7,400",..,..,..,..,..,..,..,..,..,..,..,12,..,8,588,..,17,..,..,..,..,..,..,..,..,"1,661",..,"4,281",890,..,..,..,..,..,..,..,"47,803",..,..,..,994,..,..,..,..,..,..,..,..,369,333,..,591,..,..,198,..,..,..,"12,687","116,317",..,..,..,..,..,..,..,..,..,..,..,..,"9,696",..,..,101,..,..,..,972,"90,588",..,..,..,..,..,..,..,"9,684",..,"28,153",..,..,..,..,..,..,50,..,..,"4,240","57,555",779,..,..,"286,791",..,..,14,168,15,..,..,..,..,"12,668",..,..,..,116,8,..,..,..,"30,111",..,..,256,..,"1,795",..,..,..,..,..,..,..,..,..,205,..
